,Student Roll Number,Student Name,No. of Courses Required,Pref 1,Pref 2,Pref 3,Pref 4,Pref 5,Pref 6,Pref 7,Pref 8,Pref 9,Pref 10,Pref 11,Pref 12,Pref 13,Pref 14,Pref 15,Pref 16,Pref 17,Pref 18,Pref 19,Pref 20,Pref 21,Pref 22,Pref 23,Pref 24,Pref 25,Pref 26,Pref 27,Pref 28,Pref 29,Pref 30
104,17110105, ,2,HS022,HS029,HS004,HS017,HS026,HS030,HS006,HS023,HS011,HS027,HS001,HS002,HS003,HS005,HS007,HS008,HS009,HS010,HS012,HS013,HS014,HS015,HS016,HS018,HS019,HS020,HS021,HS024,HS025,HS028
105,17110106, ,3,HS030,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029
106,17110107, ,1,HS017,HS024,HS015,HS007,HS013,HS003,HS008,HS020,HS012,HS004,HS022,HS026,HS019,HS028,HS014,HS002,HS016,HS029,HS010,HS009,HS011,HS030,HS005,HS001,HS006,HS018,HS021,HS023,HS025,HS027
107,17110108, ,1,HS028,HS007,HS024,HS021,HS014,HS010,HS005,HS030,HS016,HS008,HS029,HS015,HS025,HS019,HS012,HS013,HS027,HS018,HS020,HS006,HS017,HS026,HS002,HS003,HS009,HS001,HS023,HS004,HS011,HS022
108,17110109, ,1,HS013,HS029,HS018,HS008,HS007,HS017,HS011,HS010,HS020,HS021,HS016,HS026,HS002,HS027,HS028,HS024,HS006,HS005,HS015,HS019,HS023,HS025,HS014,HS003,HS009,HS012,HS030,HS022,HS001,HS004
109,17110110, ,3,HS016,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
110,17110111, ,1,HS028,HS016,HS023,HS019,HS020,HS011,HS015,HS022,HS003,HS024,HS001,HS002,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS012,HS013,HS014,HS017,HS018,HS021,HS025,HS026,HS027,HS029,HS030
111,17110112, ,3,HS028,HS025,HS027,HS010,HS029,HS030,HS017,HS009,HS024,HS020,HS005,HS021,HS006,HS002,HS012,HS001,HS003,HS004,HS007,HS008,HS011,HS013,HS014,HS015,HS016,HS018,HS019,HS022,HS023,HS026
112,17110113, ,2,HS012,HS025,HS023,HS010,HS003,HS029,HS004,HS022,HS016,HS017,HS024,HS002,HS006,HS018,HS007,HS014,HS008,HS009,HS011,HS015,HS021,HS030,HS028,HS005,HS026,HS027,HS001,HS013,HS019,HS020
113,17110114, ,1,HS011,HS025,HS017,HS028,HS004,HS010,HS027,HS015,HS007,HS003,HS013,HS020,HS006,HS021,HS016,HS009,HS024,HS019,HS005,HS001,HS002,HS008,HS012,HS014,HS018,HS022,HS023,HS026,HS029,HS030
114,17110115, ,1,HS021,HS024,HS009,HS014,HS025,HS011,HS008,HS018,HS027,HS029,HS006,HS005,HS019,HS030,HS026,HS001,HS002,HS003,HS004,HS007,HS010,HS012,HS013,HS015,HS016,HS017,HS020,HS022,HS023,HS028
115,17110116, ,2,HS003,HS020,HS002,HS022,HS011,HS010,HS023,HS001,HS008,HS016,HS013,HS006,HS026,HS017,HS014,HS021,HS009,HS024,HS019,HS012,HS004,HS005,HS007,HS015,HS018,HS025,HS027,HS028,HS029,HS030
116,17110117, ,1,HS017,HS010,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS011,HS012,HS013,HS014,HS015,HS016,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
117,17110118, ,2,HS011,HS006,HS026,HS027,HS007,HS023,HS021,HS009,HS019,HS010,HS029,HS002,HS020,HS013,HS014,HS018,HS025,HS030,HS015,HS017,HS022,HS012,HS016,HS001,HS003,HS004,HS005,HS008,HS024,HS028
118,17110119, ,2,HS024,HS018,HS010,HS026,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS019,HS020,HS021,HS022,HS023,HS025,HS027,HS028,HS029,HS030
119,17110120, ,2,HS003,HS016,HS017,HS014,HS018,HS002,HS015,HS006,HS024,HS030,HS026,HS021,HS001,HS004,HS005,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS019,HS020,HS022,HS023,HS025,HS027,HS028,HS029
120,17110121, ,3,HS026,HS013,HS002,HS020,HS011,HS016,HS029,HS014,HS015,HS005,HS009,HS012,HS004,HS003,HS001,HS006,HS007,HS008,HS010,HS017,HS018,HS019,HS021,HS022,HS023,HS024,HS025,HS027,HS028,HS030
121,17110122, ,2,HS014,HS030,HS001,HS013,HS009,HS024,HS018,HS012,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS010,HS011,HS015,HS016,HS017,HS019,HS020,HS021,HS022,HS023,HS025,HS026,HS027,HS028,HS029
122,17110123, ,1,HS013,HS028,HS011,HS018,HS008,HS026,HS002,HS021,HS025,HS012,HS030,HS001,HS016,HS010,HS023,HS007,HS003,HS004,HS005,HS006,HS009,HS014,HS015,HS017,HS019,HS020,HS022,HS024,HS027,HS029
123,17110124, ,3,HS009,HS028,HS005,HS003,HS006,HS008,HS011,HS010,HS030,HS021,HS023,HS016,HS007,HS014,HS025,HS001,HS004,HS027,HS013,HS015,HS022,HS019,HS002,HS012,HS017,HS018,HS020,HS024,HS026,HS029
124,17110125, ,2,HS017,HS001,HS018,HS010,HS020,HS014,HS030,HS004,HS002,HS026,HS022,HS009,HS021,HS003,HS005,HS006,HS007,HS008,HS011,HS012,HS013,HS015,HS016,HS019,HS023,HS024,HS025,HS027,HS028,HS029
125,17110126, ,2,HS017,HS029,HS002,HS025,HS019,HS001,HS012,HS006,HS008,HS028,HS005,HS014,HS011,HS023,HS021,HS007,HS016,HS026,HS030,HS010,HS020,HS018,HS015,HS027,HS013,HS024,HS003,HS004,HS009,HS022
126,17110127, ,1,HS025,HS020,HS007,HS027,HS010,HS001,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS021,HS022,HS023,HS024,HS026,HS028,HS029,HS030
127,17110128, ,1,HS027,HS023,HS002,HS021,HS017,HS015,HS029,HS024,HS001,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS016,HS018,HS019,HS020,HS022,HS025,HS026,HS028,HS030
128,17110129, ,2,HS009,HS016,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS010,HS011,HS012,HS013,HS014,HS015,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
129,17110130, ,1,HS004,HS015,HS030,HS013,HS019,HS002,HS016,HS023,HS001,HS003,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS014,HS017,HS018,HS020,HS021,HS022,HS024,HS025,HS026,HS027,HS028,HS029
130,17110131, ,2,HS001,HS016,HS023,HS017,HS015,HS012,HS029,HS005,HS003,HS028,HS024,HS008,HS019,HS013,HS014,HS026,HS007,HS010,HS006,HS002,HS004,HS009,HS011,HS018,HS020,HS021,HS022,HS025,HS027,HS030
131,17110132, ,2,HS025,HS027,HS009,HS026,HS001,HS023,HS022,HS021,HS018,HS014,HS003,HS028,HS008,HS012,HS029,HS004,HS002,HS005,HS006,HS007,HS010,HS011,HS013,HS015,HS016,HS017,HS019,HS020,HS024,HS030
132,17110133, ,1,HS023,HS008,HS005,HS025,HS001,HS002,HS003,HS004,HS006,HS007,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS024,HS026,HS027,HS028,HS029,HS030
133,17110134, ,2,HS013,HS010,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS011,HS012,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
134,17110135, ,1,HS015,HS009,HS023,HS003,HS025,HS026,HS010,HS005,HS018,HS029,HS001,HS002,HS004,HS006,HS007,HS008,HS011,HS012,HS013,HS014,HS016,HS017,HS019,HS020,HS021,HS022,HS024,HS027,HS028,HS030
135,17110136, ,1,HS015,HS021,HS030,HS005,HS002,HS001,HS020,HS024,HS026,HS010,HS013,HS003,HS004,HS006,HS007,HS008,HS009,HS011,HS012,HS014,HS016,HS017,HS018,HS019,HS022,HS023,HS025,HS027,HS028,HS029
136,17110137, ,2,HS012,HS022,HS020,HS013,HS005,HS001,HS002,HS003,HS004,HS006,HS007,HS008,HS009,HS010,HS011,HS014,HS015,HS016,HS017,HS018,HS019,HS021,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
137,17110138, ,1,HS029,HS024,HS010,HS003,HS019,HS020,HS023,HS007,HS022,HS001,HS002,HS004,HS005,HS006,HS008,HS009,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS021,HS025,HS026,HS027,HS028,HS030
138,17110139, ,3,HS015,HS013,HS028,HS030,HS001,HS020,HS002,HS023,HS005,HS018,HS026,HS003,HS004,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS014,HS016,HS017,HS019,HS021,HS022,HS024,HS025,HS027,HS029
139,17110140, ,2,HS004,HS027,HS001,HS019,HS002,HS003,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS028,HS029,HS030
140,17110141, ,3,HS026,HS009,HS012,HS010,HS021,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS011,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS027,HS028,HS029,HS030
141,17110142, ,2,HS012,HS029,HS002,HS007,HS024,HS021,HS020,HS001,HS003,HS004,HS005,HS006,HS008,HS009,HS010,HS011,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS022,HS023,HS025,HS026,HS027,HS028,HS030
142,17110143, ,1,HS008,HS028,HS020,HS018,HS009,HS013,HS025,HS024,HS022,HS003,HS007,HS014,HS011,HS002,HS004,HS026,HS012,HS027,HS029,HS017,HS015,HS001,HS005,HS016,HS010,HS006,HS021,HS023,HS030,HS019
143,17110144, ,3,HS025,HS009,HS003,HS016,HS002,HS017,HS007,HS015,HS027,HS024,HS010,HS008,HS012,HS030,HS026,HS022,HS023,HS011,HS001,HS004,HS005,HS006,HS013,HS014,HS018,HS019,HS020,HS021,HS028,HS029
144,17110145, ,3,HS007,HS023,HS015,HS027,HS024,HS020,HS018,HS025,HS022,HS029,HS016,HS013,HS008,HS019,HS030,HS021,HS002,HS009,HS005,HS001,HS003,HS004,HS006,HS010,HS011,HS012,HS014,HS017,HS026,HS028
145,17110146, ,1,HS009,HS014,HS011,HS001,HS005,HS027,HS010,HS028,HS012,HS006,HS021,HS026,HS002,HS029,HS003,HS004,HS007,HS008,HS013,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS030
146,17110147, ,3,HS008,HS024,HS002,HS021,HS004,HS014,HS030,HS005,HS001,HS015,HS017,HS010,HS011,HS026,HS027,HS013,HS006,HS012,HS003,HS007,HS009,HS016,HS018,HS019,HS020,HS022,HS023,HS025,HS028,HS029
147,17110148, ,1,HS007,HS018,HS001,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
148,17110149, ,2,HS003,HS014,HS001,HS015,HS018,HS005,HS030,HS022,HS023,HS011,HS025,HS009,HS013,HS019,HS021,HS028,HS017,HS016,HS006,HS029,HS012,HS010,HS027,HS026,HS004,HS008,HS007,HS002,HS024,HS020
149,17110150, ,1,HS016,HS015,HS018,HS029,HS005,HS010,HS003,HS012,HS030,HS020,HS024,HS001,HS011,HS027,HS025,HS023,HS017,HS026,HS006,HS021,HS008,HS014,HS028,HS009,HS022,HS013,HS002,HS004,HS007,HS019
150,17110151, ,1,HS001,HS002,HS022,HS019,HS027,HS010,HS007,HS003,HS004,HS005,HS006,HS008,HS009,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS020,HS021,HS023,HS024,HS025,HS026,HS028,HS029,HS030
151,17110152, ,2,HS015,HS021,HS028,HS023,HS005,HS030,HS003,HS001,HS002,HS004,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS016,HS017,HS018,HS019,HS020,HS022,HS024,HS025,HS026,HS027,HS029
152,17110153, ,2,HS020,HS022,HS001,HS006,HS008,HS025,HS024,HS015,HS003,HS002,HS028,HS027,HS018,HS009,HS023,HS004,HS005,HS007,HS010,HS011,HS012,HS013,HS014,HS016,HS017,HS019,HS021,HS026,HS029,HS030
153,17110154, ,2,HS009,HS021,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
154,17110155, ,2,HS025,HS003,HS023,HS014,HS002,HS016,HS001,HS010,HS028,HS030,HS017,HS006,HS015,HS021,HS013,HS027,HS008,HS005,HS007,HS026,HS029,HS022,HS018,HS004,HS009,HS024,HS019,HS011,HS012,HS020
155,17110156, ,2,HS015,HS025,HS006,HS024,HS010,HS026,HS012,HS028,HS022,HS030,HS021,HS001,HS002,HS003,HS004,HS005,HS007,HS008,HS009,HS011,HS013,HS014,HS016,HS017,HS018,HS019,HS020,HS023,HS027,HS029
156,17110157, ,1,HS030,HS021,HS009,HS017,HS002,HS026,HS020,HS010,HS024,HS011,HS005,HS006,HS023,HS029,HS003,HS022,HS014,HS001,HS007,HS019,HS018,HS012,HS004,HS027,HS016,HS008,HS025,HS013,HS015,HS028
157,17110158, ,2,HS010,HS020,HS012,HS027,HS015,HS006,HS002,HS021,HS026,HS014,HS007,HS008,HS028,HS009,HS018,HS005,HS023,HS024,HS011,HS025,HS022,HS017,HS001,HS003,HS004,HS013,HS016,HS019,HS029,HS030
158,17110159, ,3,HS008,HS027,HS023,HS014,HS007,HS025,HS010,HS026,HS029,HS016,HS021,HS020,HS012,HS001,HS002,HS003,HS004,HS005,HS006,HS009,HS011,HS013,HS015,HS017,HS018,HS019,HS022,HS024,HS028,HS030
159,17110160, ,1,HS027,HS022,HS021,HS014,HS009,HS030,HS011,HS003,HS002,HS013,HS024,HS025,HS015,HS023,HS001,HS004,HS005,HS006,HS007,HS008,HS010,HS012,HS016,HS017,HS018,HS019,HS020,HS026,HS028,HS029
160,17110161, ,1,HS028,HS023,HS002,HS001,HS004,HS007,HS003,HS005,HS006,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS024,HS025,HS026,HS027,HS029,HS030
161,17110162, ,3,HS002,HS021,HS009,HS003,HS022,HS027,HS007,HS024,HS018,HS023,HS029,HS015,HS014,HS013,HS017,HS010,HS030,HS025,HS001,HS008,HS006,HS005,HS026,HS016,HS019,HS012,HS004,HS011,HS020,HS028
162,17110163, ,1,HS023,HS024,HS029,HS018,HS002,HS008,HS025,HS022,HS010,HS005,HS016,HS015,HS017,HS003,HS001,HS004,HS006,HS007,HS009,HS011,HS012,HS013,HS014,HS019,HS020,HS021,HS026,HS027,HS028,HS030
163,17110164, ,2,HS003,HS010,HS019,HS023,HS027,HS018,HS013,HS001,HS011,HS004,HS005,HS029,HS014,HS002,HS006,HS007,HS008,HS009,HS012,HS015,HS016,HS017,HS020,HS021,HS022,HS024,HS025,HS026,HS028,HS030
164,17110165, ,1,HS023,HS018,HS019,HS005,HS003,HS013,HS001,HS002,HS004,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS014,HS015,HS016,HS017,HS020,HS021,HS022,HS024,HS025,HS026,HS027,HS028,HS029,HS030
165,17110166, ,2,HS008,HS019,HS015,HS027,HS023,HS012,HS018,HS011,HS026,HS016,HS001,HS028,HS020,HS005,HS002,HS003,HS004,HS006,HS007,HS009,HS010,HS013,HS014,HS017,HS021,HS022,HS024,HS025,HS029,HS030
166,17110167, ,1,HS002,HS007,HS018,HS004,HS003,HS009,HS001,HS023,HS006,HS024,HS005,HS008,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS019,HS020,HS021,HS022,HS025,HS026,HS027,HS028,HS029,HS030
167,17110168, ,2,HS022,HS027,HS004,HS006,HS026,HS025,HS028,HS029,HS018,HS015,HS023,HS001,HS014,HS002,HS003,HS005,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS016,HS017,HS019,HS020,HS021,HS024,HS030
168,17110169, ,3,HS011,HS022,HS028,HS009,HS010,HS006,HS005,HS015,HS026,HS025,HS018,HS014,HS021,HS001,HS002,HS003,HS004,HS007,HS008,HS012,HS013,HS016,HS017,HS019,HS020,HS023,HS024,HS027,HS029,HS030
169,17110170, ,1,HS030,HS014,HS004,HS001,HS010,HS005,HS029,HS027,HS011,HS025,HS002,HS003,HS006,HS007,HS008,HS009,HS012,HS013,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS026,HS028
170,17110171, ,3,HS023,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS024,HS025,HS026,HS027,HS028,HS029,HS030
171,17110172, ,2,HS015,HS004,HS029,HS013,HS022,HS014,HS027,HS003,HS012,HS005,HS025,HS001,HS002,HS006,HS007,HS008,HS009,HS010,HS011,HS016,HS017,HS018,HS019,HS020,HS021,HS023,HS024,HS026,HS028,HS030
172,17110173, ,2,HS010,HS022,HS018,HS004,HS019,HS020,HS015,HS001,HS002,HS003,HS005,HS006,HS007,HS008,HS009,HS011,HS012,HS013,HS014,HS016,HS017,HS021,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
173,17110174, ,1,HS018,HS016,HS024,HS006,HS009,HS023,HS002,HS012,HS011,HS029,HS008,HS005,HS001,HS028,HS004,HS003,HS007,HS010,HS013,HS014,HS015,HS017,HS019,HS020,HS021,HS022,HS025,HS026,HS027,HS030
174,17110175, ,2,HS028,HS023,HS010,HS002,HS017,HS001,HS026,HS024,HS007,HS008,HS025,HS022,HS029,HS003,HS004,HS005,HS006,HS009,HS011,HS012,HS013,HS014,HS015,HS016,HS018,HS019,HS020,HS021,HS027,HS030
175,17110176, ,1,HS022,HS014,HS023,HS026,HS009,HS018,HS021,HS015,HS012,HS016,HS027,HS001,HS002,HS020,HS007,HS004,HS006,HS028,HS003,HS005,HS008,HS010,HS011,HS013,HS017,HS019,HS024,HS025,HS029,HS030
176,17110177, ,2,HS027,HS007,HS010,HS016,HS001,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS011,HS012,HS013,HS014,HS015,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS028,HS029,HS030
177,17110178, ,1,HS006,HS005,HS016,HS015,HS014,HS024,HS018,HS023,HS007,HS025,HS017,HS009,HS011,HS020,HS027,HS028,HS008,HS022,HS001,HS002,HS003,HS004,HS010,HS012,HS013,HS019,HS021,HS026,HS029,HS030
178,17110179, ,2,HS011,HS029,HS026,HS017,HS003,HS001,HS019,HS014,HS002,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS012,HS013,HS015,HS016,HS018,HS020,HS021,HS022,HS023,HS024,HS025,HS027,HS028,HS030
179,17110180, ,3,HS020,HS015,HS013,HS029,HS010,HS014,HS016,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS011,HS012,HS017,HS018,HS019,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS030
180,17110181, ,2,HS024,HS020,HS008,HS011,HS014,HS012,HS022,HS030,HS009,HS025,HS004,HS021,HS018,HS026,HS013,HS002,HS019,HS005,HS006,HS023,HS029,HS001,HS003,HS028,HS015,HS010,HS007,HS016,HS017,HS027
181,17110182, ,2,HS013,HS028,HS004,HS029,HS015,HS018,HS011,HS025,HS023,HS030,HS016,HS017,HS005,HS007,HS022,HS012,HS026,HS006,HS010,HS001,HS002,HS003,HS008,HS009,HS014,HS019,HS020,HS021,HS024,HS027
182,17110183, ,1,HS015,HS021,HS019,HS017,HS014,HS029,HS006,HS011,HS026,HS022,HS001,HS002,HS003,HS004,HS005,HS007,HS008,HS009,HS010,HS012,HS013,HS016,HS018,HS020,HS023,HS024,HS025,HS027,HS028,HS030
183,17110184, ,2,HS025,HS007,HS011,HS017,HS001,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS010,HS012,HS013,HS014,HS015,HS016,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS026,HS027,HS028,HS029,HS030
184,17110185, ,1,HS018,HS017,HS010,HS026,HS025,HS023,HS008,HS019,HS028,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS009,HS011,HS012,HS013,HS014,HS015,HS016,HS020,HS021,HS022,HS024,HS027,HS029,HS030
185,17110186, ,1,HS017,HS010,HS014,HS005,HS023,HS008,HS003,HS027,HS007,HS012,HS026,HS016,HS004,HS025,HS009,HS022,HS024,HS015,HS013,HS011,HS019,HS001,HS002,HS006,HS018,HS020,HS021,HS028,HS029,HS030
186,17110187, ,1,HS012,HS024,HS008,HS002,HS001,HS003,HS004,HS005,HS006,HS007,HS009,HS010,HS011,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS025,HS026,HS027,HS028,HS029,HS030
187,17110188, ,2,HS015,HS020,HS010,HS026,HS025,HS014,HS027,HS002,HS011,HS001,HS017,HS030,HS007,HS004,HS029,HS022,HS013,HS006,HS009,HS018,HS019,HS023,HS021,HS016,HS012,HS024,HS005,HS008,HS028,HS003
188,17110189, ,1,HS013,HS002,HS027,HS006,HS021,HS010,HS024,HS026,HS016,HS001,HS003,HS004,HS005,HS007,HS008,HS009,HS011,HS012,HS014,HS015,HS017,HS018,HS019,HS020,HS022,HS023,HS025,HS028,HS029,HS030
189,17110190, ,2,HS029,HS001,HS020,HS013,HS010,HS026,HS018,HS016,HS024,HS004,HS006,HS012,HS022,HS003,HS028,HS023,HS015,HS017,HS002,HS005,HS007,HS008,HS009,HS011,HS014,HS019,HS021,HS025,HS027,HS030
190,17110191, ,2,HS012,HS018,HS024,HS016,HS003,HS007,HS002,HS030,HS025,HS006,HS021,HS026,HS017,HS023,HS022,HS010,HS028,HS001,HS004,HS005,HS008,HS009,HS011,HS013,HS014,HS015,HS019,HS020,HS027,HS029
191,17110192, ,1,HS002,HS001,HS011,HS008,HS021,HS026,HS019,HS013,HS007,HS015,HS027,HS003,HS004,HS005,HS006,HS009,HS010,HS012,HS014,HS016,HS017,HS018,HS020,HS022,HS023,HS024,HS025,HS028,HS029,HS030
192,17110193, ,2,HS014,HS012,HS023,HS004,HS018,HS017,HS009,HS001,HS002,HS003,HS005,HS006,HS007,HS008,HS010,HS011,HS013,HS015,HS016,HS019,HS020,HS021,HS022,HS024,HS025,HS026,HS027,HS028,HS029,HS030
193,17110194, ,1,HS004,HS029,HS030,HS026,HS011,HS025,HS009,HS023,HS003,HS016,HS006,HS002,HS005,HS020,HS017,HS021,HS019,HS013,HS010,HS001,HS007,HS008,HS012,HS014,HS015,HS018,HS022,HS024,HS027,HS028
194,17110195, ,3,HS022,HS021,HS008,HS016,HS003,HS024,HS011,HS005,HS004,HS014,HS029,HS023,HS010,HS026,HS030,HS018,HS017,HS025,HS002,HS027,HS013,HS001,HS019,HS028,HS020,HS012,HS006,HS007,HS009,HS015
195,17110196, ,3,HS017,HS013,HS007,HS025,HS001,HS006,HS019,HS027,HS003,HS004,HS024,HS014,HS026,HS021,HS011,HS028,HS005,HS020,HS018,HS012,HS029,HS023,HS010,HS002,HS008,HS009,HS015,HS016,HS022,HS030
196,17110197, ,3,HS010,HS008,HS024,HS002,HS013,HS009,HS023,HS030,HS012,HS018,HS001,HS015,HS006,HS025,HS029,HS020,HS022,HS003,HS007,HS026,HS011,HS016,HS017,HS027,HS019,HS004,HS005,HS014,HS021,HS028
197,17110198, ,1,HS029,HS030,HS001,HS020,HS010,HS021,HS024,HS004,HS002,HS014,HS019,HS012,HS008,HS003,HS006,HS023,HS027,HS017,HS022,HS018,HS016,HS009,HS013,HS028,HS011,HS005,HS007,HS015,HS025,HS026
198,17110199, ,3,HS022,HS029,HS028,HS014,HS020,HS013,HS010,HS006,HS002,HS008,HS001,HS003,HS004,HS005,HS007,HS009,HS011,HS012,HS015,HS016,HS017,HS018,HS019,HS021,HS023,HS024,HS025,HS026,HS027,HS030
199,17110200, ,3,HS022,HS012,HS030,HS002,HS011,HS017,HS020,HS016,HS025,HS001,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS013,HS014,HS015,HS018,HS019,HS021,HS023,HS024,HS026,HS027,HS028,HS029
200,17110201, ,3,HS030,HS026,HS008,HS009,HS017,HS013,HS019,HS023,HS003,HS025,HS006,HS005,HS027,HS020,HS024,HS011,HS015,HS010,HS029,HS028,HS014,HS012,HS001,HS021,HS002,HS007,HS004,HS016,HS018,HS022
201,17110202, ,1,HS009,HS025,HS028,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS026,HS027,HS029,HS030
202,17110203, ,2,HS025,HS001,HS011,HS006,HS018,HS026,HS027,HS019,HS022,HS008,HS007,HS013,HS002,HS003,HS004,HS005,HS009,HS010,HS012,HS014,HS015,HS016,HS017,HS020,HS021,HS023,HS024,HS028,HS029,HS030
203,17110204, ,2,HS012,HS007,HS010,HS019,HS030,HS002,HS024,HS021,HS029,HS004,HS023,HS006,HS018,HS001,HS003,HS005,HS008,HS009,HS011,HS013,HS014,HS015,HS016,HS017,HS020,HS022,HS025,HS026,HS027,HS028
204,17110205, ,1,HS022,HS021,HS019,HS010,HS024,HS029,HS028,HS013,HS006,HS004,HS002,HS015,HS023,HS012,HS016,HS017,HS027,HS009,HS001,HS003,HS005,HS007,HS008,HS011,HS014,HS018,HS020,HS025,HS026,HS030
205,17110206, ,1,HS027,HS024,HS028,HS002,HS013,HS006,HS030,HS021,HS014,HS011,HS025,HS008,HS029,HS001,HS007,HS020,HS015,HS012,HS003,HS009,HS004,HS005,HS010,HS016,HS017,HS018,HS019,HS022,HS023,HS026
206,17110207, ,3,HS012,HS015,HS001,HS021,HS008,HS020,HS014,HS007,HS024,HS022,HS016,HS028,HS002,HS003,HS004,HS005,HS006,HS009,HS010,HS011,HS013,HS017,HS018,HS019,HS023,HS025,HS026,HS027,HS029,HS030
207,17110208, ,1,HS029,HS023,HS011,HS016,HS002,HS009,HS025,HS024,HS008,HS003,HS028,HS017,HS021,HS001,HS004,HS005,HS006,HS007,HS010,HS012,HS013,HS014,HS015,HS018,HS019,HS020,HS022,HS026,HS027,HS030
208,17110209, ,2,HS010,HS011,HS012,HS023,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS024,HS025,HS026,HS027,HS028,HS029,HS030
209,17110210, ,2,HS024,HS003,HS013,HS028,HS030,HS017,HS005,HS001,HS002,HS004,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS014,HS015,HS016,HS018,HS019,HS020,HS021,HS022,HS023,HS025,HS026,HS027,HS029
